sample	unit	fq1	fq2	parhap
149_SRR6123032_SRR6123031_1149	149_SRR6123032_SRR6123031_1149	149_SRR6123032_SRR6123031_1149.fastq.gz	NaN	haploid
14_SRR6123032_SRR6123031_1014	14_SRR6123032_SRR6123031_1014	14_SRR6123032_SRR6123031_1014.fastq.gz	NaN	haploid
150_SRR6123032_SRR6123031_1150	150_SRR6123032_SRR6123031_1150	150_SRR6123032_SRR6123031_1150.fastq.gz	NaN	haploid
151_SRR6123032_SRR6123031_1151	151_SRR6123032_SRR6123031_1151	151_SRR6123032_SRR6123031_1151.fastq.gz	NaN	haploid
152_SRR6123032_SRR6123031_1152	152_SRR6123032_SRR6123031_1152	152_SRR6123032_SRR6123031_1152.fastq.gz	NaN	haploid
153_SRR6123032_SRR6123031_1153	153_SRR6123032_SRR6123031_1153	153_SRR6123032_SRR6123031_1153.fastq.gz	NaN	haploid
154_SRR6123032_SRR6123031_1154	154_SRR6123032_SRR6123031_1154	154_SRR6123032_SRR6123031_1154.fastq.gz	NaN	haploid
155_SRR6123032_SRR6123031_1155	155_SRR6123032_SRR6123031_1155	155_SRR6123032_SRR6123031_1155.fastq.gz	NaN	haploid
156_SRR6123032_SRR6123031_1156	156_SRR6123032_SRR6123031_1156	156_SRR6123032_SRR6123031_1156.fastq.gz	NaN	haploid
157_SRR6123032_SRR6123031_1157	157_SRR6123032_SRR6123031_1157	157_SRR6123032_SRR6123031_1157.fastq.gz	NaN	haploid
158_SRR6123032_SRR6123031_1158	158_SRR6123032_SRR6123031_1158	158_SRR6123032_SRR6123031_1158.fastq.gz	NaN	haploid
159_SRR6123032_SRR6123031_1159	159_SRR6123032_SRR6123031_1159	159_SRR6123032_SRR6123031_1159.fastq.gz	NaN	haploid
15_SRR6123032_SRR6123031_1015	15_SRR6123032_SRR6123031_1015	15_SRR6123032_SRR6123031_1015.fastq.gz	NaN	haploid
160_SRR6123032_SRR6123031_1160	160_SRR6123032_SRR6123031_1160	160_SRR6123032_SRR6123031_1160.fastq.gz	NaN	haploid
161_SRR6123032_SRR6123031_1161	161_SRR6123032_SRR6123031_1161	161_SRR6123032_SRR6123031_1161.fastq.gz	NaN	haploid
162_SRR6123032_SRR6123031_1162	162_SRR6123032_SRR6123031_1162	162_SRR6123032_SRR6123031_1162.fastq.gz	NaN	haploid
163_SRR6123032_SRR6123031_1163	163_SRR6123032_SRR6123031_1163	163_SRR6123032_SRR6123031_1163.fastq.gz	NaN	haploid
164_SRR6123032_SRR6123031_1164	164_SRR6123032_SRR6123031_1164	164_SRR6123032_SRR6123031_1164.fastq.gz	NaN	haploid
165_SRR6123032_SRR6123031_1165	165_SRR6123032_SRR6123031_1165	165_SRR6123032_SRR6123031_1165.fastq.gz	NaN	haploid
166_SRR6123032_SRR6123031_1166	166_SRR6123032_SRR6123031_1166	166_SRR6123032_SRR6123031_1166.fastq.gz	NaN	haploid
167_SRR6123032_SRR6123031_1167	167_SRR6123032_SRR6123031_1167	167_SRR6123032_SRR6123031_1167.fastq.gz	NaN	haploid
168_SRR6123032_SRR6123031_1168	168_SRR6123032_SRR6123031_1168	168_SRR6123032_SRR6123031_1168.fastq.gz	NaN	haploid
169_SRR6123032_SRR6123031_1169	169_SRR6123032_SRR6123031_1169	169_SRR6123032_SRR6123031_1169.fastq.gz	NaN	haploid
16_SRR6123032_SRR6123031_1016	16_SRR6123032_SRR6123031_1016	16_SRR6123032_SRR6123031_1016.fastq.gz	NaN	haploid
170_SRR6123032_SRR6123031_1170	170_SRR6123032_SRR6123031_1170	170_SRR6123032_SRR6123031_1170.fastq.gz	NaN	haploid
171_SRR6123032_SRR6123031_1171	171_SRR6123032_SRR6123031_1171	171_SRR6123032_SRR6123031_1171.fastq.gz	NaN	haploid
172_SRR6123032_SRR6123031_1172	172_SRR6123032_SRR6123031_1172	172_SRR6123032_SRR6123031_1172.fastq.gz	NaN	haploid
173_SRR6123032_SRR6123031_1173	173_SRR6123032_SRR6123031_1173	173_SRR6123032_SRR6123031_1173.fastq.gz	NaN	haploid
174_SRR6123032_SRR6123031_1174	174_SRR6123032_SRR6123031_1174	174_SRR6123032_SRR6123031_1174.fastq.gz	NaN	haploid
175_SRR6123032_SRR6123031_1175	175_SRR6123032_SRR6123031_1175	175_SRR6123032_SRR6123031_1175.fastq.gz	NaN	haploid
176_SRR6123032_SRR6123031_1176	176_SRR6123032_SRR6123031_1176	176_SRR6123032_SRR6123031_1176.fastq.gz	NaN	haploid
177_SRR6123032_SRR6123031_1177	177_SRR6123032_SRR6123031_1177	177_SRR6123032_SRR6123031_1177.fastq.gz	NaN	haploid
178_SRR6123032_SRR6123031_1178	178_SRR6123032_SRR6123031_1178	178_SRR6123032_SRR6123031_1178.fastq.gz	NaN	haploid
179_SRR6123032_SRR6123031_1179	179_SRR6123032_SRR6123031_1179	179_SRR6123032_SRR6123031_1179.fastq.gz	NaN	haploid
17_SRR6123032_SRR6123031_1017	17_SRR6123032_SRR6123031_1017	17_SRR6123032_SRR6123031_1017.fastq.gz	NaN	haploid
180_SRR6123032_SRR6123031_1180	180_SRR6123032_SRR6123031_1180	180_SRR6123032_SRR6123031_1180.fastq.gz	NaN	haploid
181_SRR6123032_SRR6123031_1181	181_SRR6123032_SRR6123031_1181	181_SRR6123032_SRR6123031_1181.fastq.gz	NaN	haploid
182_SRR6123032_SRR6123031_1182	182_SRR6123032_SRR6123031_1182	182_SRR6123032_SRR6123031_1182.fastq.gz	NaN	haploid
183_SRR6123032_SRR6123031_1183	183_SRR6123032_SRR6123031_1183	183_SRR6123032_SRR6123031_1183.fastq.gz	NaN	haploid
184_SRR6123032_SRR6123031_1184	184_SRR6123032_SRR6123031_1184	184_SRR6123032_SRR6123031_1184.fastq.gz	NaN	haploid
185_SRR6123032_SRR6123031_1185	185_SRR6123032_SRR6123031_1185	185_SRR6123032_SRR6123031_1185.fastq.gz	NaN	haploid
186_SRR6123032_SRR6123031_1186	186_SRR6123032_SRR6123031_1186	186_SRR6123032_SRR6123031_1186.fastq.gz	NaN	haploid
187_SRR6123032_SRR6123031_1187	187_SRR6123032_SRR6123031_1187	187_SRR6123032_SRR6123031_1187.fastq.gz	NaN	haploid
188_SRR6123032_SRR6123031_1188	188_SRR6123032_SRR6123031_1188	188_SRR6123032_SRR6123031_1188.fastq.gz	NaN	haploid
189_SRR6123032_SRR6123031_1189	189_SRR6123032_SRR6123031_1189	189_SRR6123032_SRR6123031_1189.fastq.gz	NaN	haploid
18_SRR6123032_SRR6123031_1018	18_SRR6123032_SRR6123031_1018	18_SRR6123032_SRR6123031_1018.fastq.gz	NaN	haploid
190_SRR6123032_SRR6123031_1190	190_SRR6123032_SRR6123031_1190	190_SRR6123032_SRR6123031_1190.fastq.gz	NaN	haploid
191_SRR6123032_SRR6123031_1191	191_SRR6123032_SRR6123031_1191	191_SRR6123032_SRR6123031_1191.fastq.gz	NaN	haploid
192_SRR6123032_SRR6123031_1192	192_SRR6123032_SRR6123031_1192	192_SRR6123032_SRR6123031_1192.fastq.gz	NaN	haploid
193_SRR6123032_SRR6123031_1193	193_SRR6123032_SRR6123031_1193	193_SRR6123032_SRR6123031_1193.fastq.gz	NaN	haploid
194_SRR6123032_SRR6123031_1194	194_SRR6123032_SRR6123031_1194	194_SRR6123032_SRR6123031_1194.fastq.gz	NaN	haploid
195_SRR6123032_SRR6123031_1195	195_SRR6123032_SRR6123031_1195	195_SRR6123032_SRR6123031_1195.fastq.gz	NaN	haploid
196_SRR6123032_SRR6123031_1196	196_SRR6123032_SRR6123031_1196	196_SRR6123032_SRR6123031_1196.fastq.gz	NaN	haploid
197_SRR6123032_SRR6123031_1197	197_SRR6123032_SRR6123031_1197	197_SRR6123032_SRR6123031_1197.fastq.gz	NaN	haploid
198_SRR6123032_SRR6123031_1198	198_SRR6123032_SRR6123031_1198	198_SRR6123032_SRR6123031_1198.fastq.gz	NaN	haploid
199_SRR6123032_SRR6123031_1199	199_SRR6123032_SRR6123031_1199	199_SRR6123032_SRR6123031_1199.fastq.gz	NaN	haploid
4011_SRR6123032_uniparental	4011_SRR6123032_uniparental	4011_SRR6123032_uniparental.fastq.gz	NaN	haploid
4012_SRR6123032_uniparental	4012_SRR6123032_uniparental	4012_SRR6123032_uniparental.fastq.gz	NaN	haploid
4013_SRR6123032_uniparental	4013_SRR6123032_uniparental	4013_SRR6123032_uniparental.fastq.gz	NaN	haploid
4014_SRR6123032_uniparental	4014_SRR6123032_uniparental	4014_SRR6123032_uniparental.fastq.gz	NaN	haploid
4015_SRR6123032_uniparental	4015_SRR6123032_uniparental	4015_SRR6123032_uniparental.fastq.gz	NaN	haploid
4016_SRR6123032_uniparental	4016_SRR6123032_uniparental	4016_SRR6123032_uniparental.fastq.gz	NaN	haploid
4017_SRR6123032_uniparental	4017_SRR6123032_uniparental	4017_SRR6123032_uniparental.fastq.gz	NaN	haploid
4018_SRR6123032_uniparental	4018_SRR6123032_uniparental	4018_SRR6123032_uniparental.fastq.gz	NaN	haploid
4019_SRR6123032_uniparental	4019_SRR6123032_uniparental	4019_SRR6123032_uniparental.fastq.gz	NaN	haploid
4020_SRR6123032_uniparental	4020_SRR6123032_uniparental	4020_SRR6123032_uniparental.fastq.gz	NaN	haploid
4021_SRR6123032_uniparental	4021_SRR6123032_uniparental	4021_SRR6123032_uniparental.fastq.gz	NaN	haploid
4022_SRR6123032_uniparental	4022_SRR6123032_uniparental	4022_SRR6123032_uniparental.fastq.gz	NaN	haploid
4023_SRR6123032_uniparental	4023_SRR6123032_uniparental	4023_SRR6123032_uniparental.fastq.gz	NaN	haploid
4024_SRR6123032_uniparental	4024_SRR6123032_uniparental	4024_SRR6123032_uniparental.fastq.gz	NaN	haploid
4025_SRR6123032_uniparental	4025_SRR6123032_uniparental	4025_SRR6123032_uniparental.fastq.gz	NaN	haploid
4026_SRR6123032_uniparental	4026_SRR6123032_uniparental	4026_SRR6123032_uniparental.fastq.gz	NaN	haploid
4027_SRR6123032_uniparental	4027_SRR6123032_uniparental	4027_SRR6123032_uniparental.fastq.gz	NaN	haploid
4028_SRR6123032_uniparental	4028_SRR6123032_uniparental	4028_SRR6123032_uniparental.fastq.gz	NaN	haploid
4029_SRR6123032_uniparental	4029_SRR6123032_uniparental	4029_SRR6123032_uniparental.fastq.gz	NaN	haploid
4030_SRR6123032_uniparental	4030_SRR6123032_uniparental	4030_SRR6123032_uniparental.fastq.gz	NaN	haploid
4031_SRR6123032_uniparental	4031_SRR6123032_uniparental	4031_SRR6123032_uniparental.fastq.gz	NaN	haploid
4032_SRR6123032_uniparental	4032_SRR6123032_uniparental	4032_SRR6123032_uniparental.fastq.gz	NaN	haploid
4033_SRR6123032_uniparental	4033_SRR6123032_uniparental	4033_SRR6123032_uniparental.fastq.gz	NaN	haploid
4034_SRR6123032_uniparental	4034_SRR6123032_uniparental	4034_SRR6123032_uniparental.fastq.gz	NaN	haploid
4035_SRR6123032_uniparental	4035_SRR6123032_uniparental	4035_SRR6123032_uniparental.fastq.gz	NaN	haploid
4036_SRR6123032_uniparental	4036_SRR6123032_uniparental	4036_SRR6123032_uniparental.fastq.gz	NaN	haploid
4037_SRR6123032_uniparental	4037_SRR6123032_uniparental	4037_SRR6123032_uniparental.fastq.gz	NaN	haploid
4038_SRR6123032_uniparental	4038_SRR6123032_uniparental	4038_SRR6123032_uniparental.fastq.gz	NaN	haploid
4039_SRR6123032_uniparental	4039_SRR6123032_uniparental	4039_SRR6123032_uniparental.fastq.gz	NaN	haploid
4040_SRR6123032_uniparental	4040_SRR6123032_uniparental	4040_SRR6123032_uniparental.fastq.gz	NaN	haploid
4041_SRR6123032_uniparental	4041_SRR6123032_uniparental	4041_SRR6123032_uniparental.fastq.gz	NaN	haploid
4042_SRR6123032_uniparental	4042_SRR6123032_uniparental	4042_SRR6123032_uniparental.fastq.gz	NaN	haploid
4043_SRR6123032_uniparental	4043_SRR6123032_uniparental	4043_SRR6123032_uniparental.fastq.gz	NaN	haploid
4044_SRR6123032_uniparental	4044_SRR6123032_uniparental	4044_SRR6123032_uniparental.fastq.gz	NaN	haploid
4045_SRR6123032_uniparental	4045_SRR6123032_uniparental	4045_SRR6123032_uniparental.fastq.gz	NaN	haploid
4046_SRR6123032_uniparental	4046_SRR6123032_uniparental	4046_SRR6123032_uniparental.fastq.gz	NaN	haploid
4047_SRR6123032_uniparental	4047_SRR6123032_uniparental	4047_SRR6123032_uniparental.fastq.gz	NaN	haploid
4048_SRR6123032_uniparental	4048_SRR6123032_uniparental	4048_SRR6123032_uniparental.fastq.gz	NaN	haploid
4049_SRR6123032_uniparental	4049_SRR6123032_uniparental	4049_SRR6123032_uniparental.fastq.gz	NaN	haploid
4050_SRR6123032_uniparental	4050_SRR6123032_uniparental	4050_SRR6123032_uniparental.fastq.gz	NaN	haploid
4051_SRR6123032_uniparental	4051_SRR6123032_uniparental	4051_SRR6123032_uniparental.fastq.gz	NaN	haploid
4052_SRR6123032_uniparental	4052_SRR6123032_uniparental	4052_SRR6123032_uniparental.fastq.gz	NaN	haploid
4053_SRR6123032_uniparental	4053_SRR6123032_uniparental	4053_SRR6123032_uniparental.fastq.gz	NaN	haploid
4054_SRR6123032_uniparental	4054_SRR6123032_uniparental	4054_SRR6123032_uniparental.fastq.gz	NaN	haploid
4055_SRR6123032_uniparental	4055_SRR6123032_uniparental	4055_SRR6123032_uniparental.fastq.gz	NaN	haploid
4056_SRR6123032_uniparental	4056_SRR6123032_uniparental	4056_SRR6123032_uniparental.fastq.gz	NaN	haploid
4057_SRR6123032_uniparental	4057_SRR6123032_uniparental	4057_SRR6123032_uniparental.fastq.gz	NaN	haploid
4058_SRR6123032_uniparental	4058_SRR6123032_uniparental	4058_SRR6123032_uniparental.fastq.gz	NaN	haploid
4059_SRR6123032_uniparental	4059_SRR6123032_uniparental	4059_SRR6123032_uniparental.fastq.gz	NaN	haploid
4060_SRR6123032_uniparental	4060_SRR6123032_uniparental	4060_SRR6123032_uniparental.fastq.gz	NaN	haploid
4061_SRR6123032_uniparental	4061_SRR6123032_uniparental	4061_SRR6123032_uniparental.fastq.gz	NaN	haploid
4062_SRR6123032_uniparental	4062_SRR6123032_uniparental	4062_SRR6123032_uniparental.fastq.gz	NaN	haploid
4063_SRR6123032_uniparental	4063_SRR6123032_uniparental	4063_SRR6123032_uniparental.fastq.gz	NaN	haploid
4064_SRR6123032_uniparental	4064_SRR6123032_uniparental	4064_SRR6123032_uniparental.fastq.gz	NaN	haploid
4065_SRR6123032_uniparental	4065_SRR6123032_uniparental	4065_SRR6123032_uniparental.fastq.gz	NaN	haploid
4066_SRR6123032_uniparental	4066_SRR6123032_uniparental	4066_SRR6123032_uniparental.fastq.gz	NaN	haploid
4067_SRR6123032_uniparental	4067_SRR6123032_uniparental	4067_SRR6123032_uniparental.fastq.gz	NaN	haploid
4068_SRR6123032_uniparental	4068_SRR6123032_uniparental	4068_SRR6123032_uniparental.fastq.gz	NaN	haploid
4069_SRR6123032_uniparental	4069_SRR6123032_uniparental	4069_SRR6123032_uniparental.fastq.gz	NaN	haploid
4070_SRR6123032_uniparental	4070_SRR6123032_uniparental	4070_SRR6123032_uniparental.fastq.gz	NaN	haploid
4071_SRR6123032_uniparental	4071_SRR6123032_uniparental	4071_SRR6123032_uniparental.fastq.gz	NaN	haploid
4072_SRR6123032_uniparental	4072_SRR6123032_uniparental	4072_SRR6123032_uniparental.fastq.gz	NaN	haploid
4073_SRR6123032_uniparental	4073_SRR6123032_uniparental	4073_SRR6123032_uniparental.fastq.gz	NaN	haploid
4074_SRR6123032_uniparental	4074_SRR6123032_uniparental	4074_SRR6123032_uniparental.fastq.gz	NaN	haploid
4075_SRR6123032_uniparental	4075_SRR6123032_uniparental	4075_SRR6123032_uniparental.fastq.gz	NaN	haploid
4076_SRR6123032_uniparental	4076_SRR6123032_uniparental	4076_SRR6123032_uniparental.fastq.gz	NaN	haploid
4077_SRR6123032_uniparental	4077_SRR6123032_uniparental	4077_SRR6123032_uniparental.fastq.gz	NaN	haploid
4078_SRR6123032_uniparental	4078_SRR6123032_uniparental	4078_SRR6123032_uniparental.fastq.gz	NaN	haploid
4079_SRR6123032_uniparental	4079_SRR6123032_uniparental	4079_SRR6123032_uniparental.fastq.gz	NaN	haploid
4080_SRR6123032_uniparental	4080_SRR6123032_uniparental	4080_SRR6123032_uniparental.fastq.gz	NaN	haploid
4081_SRR6123032_uniparental	4081_SRR6123032_uniparental	4081_SRR6123032_uniparental.fastq.gz	NaN	haploid
4082_SRR6123032_uniparental	4082_SRR6123032_uniparental	4082_SRR6123032_uniparental.fastq.gz	NaN	haploid
4083_SRR6123032_uniparental	4083_SRR6123032_uniparental	4083_SRR6123032_uniparental.fastq.gz	NaN	haploid
4084_SRR6123032_uniparental	4084_SRR6123032_uniparental	4084_SRR6123032_uniparental.fastq.gz	NaN	haploid
4085_SRR6123032_uniparental	4085_SRR6123032_uniparental	4085_SRR6123032_uniparental.fastq.gz	NaN	haploid
4086_SRR6123032_uniparental	4086_SRR6123032_uniparental	4086_SRR6123032_uniparental.fastq.gz	NaN	haploid
4087_SRR6123032_uniparental	4087_SRR6123032_uniparental	4087_SRR6123032_uniparental.fastq.gz	NaN	haploid
4088_SRR6123032_uniparental	4088_SRR6123032_uniparental	4088_SRR6123032_uniparental.fastq.gz	NaN	haploid
4089_SRR6123032_uniparental	4089_SRR6123032_uniparental	4089_SRR6123032_uniparental.fastq.gz	NaN	haploid
4090_SRR6123032_uniparental	4090_SRR6123032_uniparental	4090_SRR6123032_uniparental.fastq.gz	NaN	haploid
4091_SRR6123032_uniparental	4091_SRR6123032_uniparental	4091_SRR6123032_uniparental.fastq.gz	NaN	haploid
4092_SRR6123032_uniparental	4092_SRR6123032_uniparental	4092_SRR6123032_uniparental.fastq.gz	NaN	haploid
4093_SRR6123032_uniparental	4093_SRR6123032_uniparental	4093_SRR6123032_uniparental.fastq.gz	NaN	haploid
4094_SRR6123032_uniparental	4094_SRR6123032_uniparental	4094_SRR6123032_uniparental.fastq.gz	NaN	haploid
4095_SRR6123032_uniparental	4095_SRR6123032_uniparental	4095_SRR6123032_uniparental.fastq.gz	NaN	haploid
4096_SRR6123032_uniparental	4096_SRR6123032_uniparental	4096_SRR6123032_uniparental.fastq.gz	NaN	haploid
4097_SRR6123032_uniparental	4097_SRR6123032_uniparental	4097_SRR6123032_uniparental.fastq.gz	NaN	haploid
4098_SRR6123032_uniparental	4098_SRR6123032_uniparental	4098_SRR6123032_uniparental.fastq.gz	NaN	haploid
4099_SRR6123032_uniparental	4099_SRR6123032_uniparental	4099_SRR6123032_uniparental.fastq.gz	NaN	haploid
4100_SRR6123032_uniparental	4100_SRR6123032_uniparental	4100_SRR6123032_uniparental.fastq.gz	NaN	haploid
4101_SRR6123032_uniparental	4101_SRR6123032_uniparental	4101_SRR6123032_uniparental.fastq.gz	NaN	haploid
4102_SRR6123032_uniparental	4102_SRR6123032_uniparental	4102_SRR6123032_uniparental.fastq.gz	NaN	haploid
4103_SRR6123032_uniparental	4103_SRR6123032_uniparental	4103_SRR6123032_uniparental.fastq.gz	NaN	haploid
4104_SRR6123032_uniparental	4104_SRR6123032_uniparental	4104_SRR6123032_uniparental.fastq.gz	NaN	haploid
4105_SRR6123032_uniparental	4105_SRR6123032_uniparental	4105_SRR6123032_uniparental.fastq.gz	NaN	haploid
4106_SRR6123032_uniparental	4106_SRR6123032_uniparental	4106_SRR6123032_uniparental.fastq.gz	NaN	haploid
4107_SRR6123032_uniparental	4107_SRR6123032_uniparental	4107_SRR6123032_uniparental.fastq.gz	NaN	haploid
4108_SRR6123032_uniparental	4108_SRR6123032_uniparental	4108_SRR6123032_uniparental.fastq.gz	NaN	haploid
4109_SRR6123032_uniparental	4109_SRR6123032_uniparental	4109_SRR6123032_uniparental.fastq.gz	NaN	haploid
4110_SRR6123032_uniparental	4110_SRR6123032_uniparental	4110_SRR6123032_uniparental.fastq.gz	NaN	haploid
